Ene,2025,2050,2100
Coal,0.059548234,0.069311379,0.075970435
Coal_CCS,0.076000202,0.075879466,0.100598241
Gas,0.112748955,0.118160553,0.117360553
Gas_CCS,0.134931744,0.130541488,0.129076212
Nuc,0.061407977,0.056798674,0.056798674
Bio,0.257288677,0.616022889,0.784022889
Bio_CCS,0.298242702,0.657765921,0.825765921
SPV,0.122010915,0.046443632,0.046443632
Win_ons,0.108284691,0.087178294,0.087178294
